"externalId","classificationOfInstructionalProgramCode","courseNumber","courseTitle","subjectAbbreviation","departmentExternalId","institutionExternalId","facilityExternalId","description"
"ANTH003  PZ","","ANTH003  PZ","Language, Culture & Society","ZANT","ZANT","PZ","PZ","This course introduces the field of linguistic anthropology, examining language in social and 
cultural context. Students will become familiar with basic concepts and qualitative methods in the 
social sciences, including ethnographic fieldwork and the analysis of face-to-face communication. 
We look for ways of answering questions such as these:

ï How do everyday conversational practices create solidarity between people, or set them apart from 
one another? How does talk reflect and create relations of power?
ï How do words combine with other semiotic modalities (gesture, facial expression, prosody) to 
convey subtle messages?
ï Why do miscommunications arise, even between people who speak the same language?
ï How do children learn to speak not only grammatically, but also appropriately?
ï How does language shape our thoughts or the ways we perceive the world?

In this course, we explore language  as a complex form of social actionónot merely a vehicle for 
communicating thoughts and meanings, but a means of creating the social world. We consider ways 
that language acts on us, and ways that we act through language: achieving relationships, 
constituting identities, constructing norms and patterns of thought, and positioning ourselves and 
others in relation to global systems of power and inequality.
"
"ANTH004  PZ","","ANTH004  PZ","Enviro Anthro","ZANT","ZANT","PZ","PZ","This class provides an introduction to the study of human-environment interactions from an anthropological perspective. We will look at the ways that humans imagine, impact, and manage nature, and what role nature plays in the social lives of people around the world. Through careful reading of ethnographic materials, viewing films, lectures, and discussions, we will analyze the ways that people create boundaries between the "natural" and "cultural" realms, how these boundaries are maintained, changed, or broken down through various practices. 
"
"ANTH009  PZ","","ANTH009  PZ","Food, Culture, Power","ZANT","ZANT","PZ","PZ","Also CHLT 9 and Soc 9. Food Is a source of our collective passion. In this course we will examine Individual and collective food memories and social history. The course will address local and global modes of food production, distribution, and consumption, as well as alternative food culture and eating disorders. "
"ANTH011  PZ","","ANTH011  PZ","The World Since 1492","ZANT","ZANT","PZ","PZ","This course explores the last 500 years of
world history. In examining this large expanse of time, the focus is on four closely
related themes: (1) struggles between Europeans and colonized peoples, (2) the
global formation of capitalist economies and industrialization, (3) the formation of
modern states and (4) the formation of the tastes, disciplines and dispositions of
bourgeois society."
"ANTH012  PZ","","ANTH012  PZ","Native Americans & Environments","ZANT","ZANT","PZ","PZ","This course will investigate the
traditional interrelationships of Native American ethnic groups with their various
environments. Are patterns of collecting wild resources or farming primary foods
environmentally determined? How does the physical environment affect a groupís
social system, politics, art, religion? What impact do these cultural factors have
on a groupís utilization of its environment? We will examine these and other issues
through class discussions and readings. We will consider several regions of North
America in our study of such groups as the Inuit, Kwakiutl, Cahuilla, Hopi, Navajo,
Dakota and Iroquois."
"ANTH016  PZ","","ANTH016  PZ","Intro to Nepal","ZANT","ZANT","PZ","PZ","The course provides an introduction to the history and
cultures of Nepal. Drawing on ethnographic accounts and anthropological framings,
the class explores gender, literacy, class, caste, consumption, and recent political
changes in contemporary Nepal. This course is appropriate for, but not limited to,
students interested in study abroad in Nepal."
"ANTH020  PZ","","ANTH020  PZ","Human Histories:Onset to 1500ish","ZANT","ZANT","PZ","PZ","HUMAN HISTORIES: ONSET TO 1500ish.  This course examines human histories from the onset of human existence up to 1500ish. Topics include: the distinctiveness of humans as a species, and evidence for this over the course of the late Paleolithic; histories of agriculture and of major food crops and their movements over time; environmental impacts of diverse human settlements; social inequalities and state formations, and resistance to both; world religious traditions; and cultural differentiation. The course is global in perspective by virtue of (a) its attention to connections, or flows, between dispersed geographic sites, and (b) its use of cross-cultural comparisons.  Fundamental to the course is a rejection of the distinction between humans without history and humans with history.  "
"ANTH020  SC","45.0201","ANTH020  SC","Anthropology of Latin America","SANT","SANT","SC","SC","20. Anthropology of Latin America.
Latin America is among the most extensively studied regions by anthropologists worldwide. This course surveys some of the main themes in The Anthropology of Latin America, through the close reading of several ethnographies on the region. We will critically examine topics including: gender, sexuality, violence, indigenous rights, difference, and marginality. Staff.
"
"ANTH021  PZ","","ANTH021  PZ","The World Since 1492","ZANT","ZANT","PZ","PZ",""
"ANTH023  PZ","","ANTH023  PZ","China/Japn thru Film/Ethnography","ZANT","ZANT","PZ","PZ",""
"ANTH025  PO","","ANTH025  PO","Anthropology of the Middle East","PANT","PANT","PO","PO","Women in the Middle East and North Africa have played an active role in nationalist movements and anti-colonial revolution in the late 20th century. Yet a recurring theme of contemporary feminist literature, art and theory from this region involves a critique of masculinist nationalist movements that have compromised women's rights and promoted a sense of divided loyalties among women. We will begin by asking how analytical categories including the "Middle East" and "Muslim Women" tend to advance particular forms of knowledge production in the West. Taking as a point of departure the myriad voices that have "spoken for" women in the Middle East, this course will explore nationalism; colonization; veiling and the politics of appearance; anti-colonial revolution; human rights; religious identity and Islamic feminism; and exile, especially as expressed in literary memoir, critical theory and historiography, and film. We will focus on transnational feminist perspectives from the diaspora, paying particular attention to the experiences of women who have immigrated to North America and Europe in the wake of war and revolution, and who identify themselves as existing in the margins between nations. We will focus on women's experiences in Iran, Egypt and the Francophone Maghreb, especially Algeria. In conclusion, we will evaluate media coverage of the ongoing "Arab Spring" with respect to gender, sexual, ethnic, national and religious identities; the politics of solidarity: sexuality and/ as revolution; neo-Orientalism; post-9/11 Islamism; and the role of social media in the production and dissemination of cultures of dissent."
"ANTH025  SC","45.0201","ANTH025  SC","Anthro of the Middle East","SANT","SANT","SC","SC","Drawing on a variety of ethnographies, films, and theoretical perspectives, this course simultaneously provides an overview of the Middle East (broadly defined) from an anthropological perspective and a critical exploration of the ways anthropology has contributed to the construction of the Middle East as a region in the first place.  
"
